ADP,Overall,Name,Position,Team,Times Drafted,Std. Dev,High,Low,Bye
1.01,1.5,Adrian Peterson,RB,MIN,135,0.8,1,4,7
1.02,2.3,Ray Rice,RB,BAL,67,1.1,1,6,7
1.03,2.9,Arian Foster,RB,HOU,27,1.7,1,8,8
1.04,3.9,Chris Johnson,RB,TEN,136,1.6,1,12,4
1.05,5.1,Jamaal Charles,RB,KC,106,2.6,1,27,10
1.05,5.5,Michael Vick,QB,PHI,73,2.5,1,18,9
1.07,7.1,Andre Johnson,WR,HOU,89,2.2,1,13,8
1.08,7.9,LeSean McCoy,RB,PHI,126,2.3,2,18,9
1.09,8.9,Rashard Mendenhall,RB,PIT,106,2.2,4,14,4
1.09,9.3,Aaron Rodgers,QB,GB,123,3.6,1,19,5
1.11,10.8,Calvin Johnson,WR,DET,92,2.9,6,25,5
2.01,12.9,Roddy White,WR,ATL,99,2.6,6,19,10
2.01,13.4,Maurice Jones-Drew,RB,JAX,91,3.3,8,22,8
2.02,13.8,Darren McFadden,RB,LV,113,3.2,5,20,6
2.04,15.6,Larry Fitzgerald,WR,ARI,121,3.1,7,23,8
2.04,15.7,Michael Turner,RB,ATL,87,3.7,6,24,10
2.06,18.0,Vincent Jackson,WR,LAC,83,4.6,10,46,6
2.07,18.8,Frank Gore,RB,SF,101,4.0,8,29,11
2.07,18.8,Tom Brady,QB,NE,106,5.9,3,31,5
2.08,20.1,Hakeem Nicks,WR,NYG,71,3.6,10,28,11
2.10,21.9,Steven Jackson,RB,LAR,140,4.3,10,33,9
2.10,22.1,Greg Jennings,WR,GB,75,3.3,14,32,5
2.12,23.5,Matt Forte,RB,CHI,112,4.2,14,34,11
2.12,23.9,Mike Wallace,WR,PIT,107,4.2,16,34,4
3.01,25.1,Philip Rivers,QB,LAC,132,6.2,8,37,6
3.02,25.6,Peyton Hillis,RB,CLE,89,5.4,14,51,9
3.03,27.0,Drew Brees,QB,NO,114,7.1,8,43,6
3.03,27.5,DeSean Jackson,WR,PHI,78,4.2,18,39,9
3.05,28.7,LeGarrette Blount,RB,TB,113,5.1,15,39,13
3.06,30.0,Felix Jones,RB,DAL,118,4.9,17,39,10
3.07,30.5,Miles Austin,WR,DAL,122,4.5,18,42,10
3.10,33.8,Reggie Wayne,WR,IND,44,6.1,17,46,7
3.10,33.8,Shonn Greene,RB,NYJ,82,4.7,21,48,10
3.10,34.3,Dwayne Bowe,WR,KC,91,5.5,22,47,10
3.12,35.6,Ahmad Bradshaw,RB,NYG,102,4.8,23,46,11
4.02,37.7,Mike Williams,WR,TB,82,5.5,23,51,13
4.02,37.8,Antonio Gates,TE,LAC,69,7.5,18,58,6
4.04,39.5,Dez Bryant,WR,DAL,88,6.1,25,72,10
4.04,40.3,Jahvid Best,RB,DET,83,6.5,23,58,5
4.05,40.7,Brandon Marshall,WR,MIA,111,5.5,26,50,7
4.05,41.4,Tony Romo,QB,DAL,62,5.4,29,52,10
4.06,41.7,Jermichael Finley,TE,GB,52,7.5,22,59,5
4.07,43.2,Wes Welker,WR,NE,77,5.9,27,53,5
4.08,44.4,Ryan Mathews,RB,LAC,78,7.9,23,60,6
4.10,45.8,Knowshon Moreno,RB,DEN,75,7.5,33,82,5
4.10,45.9,Santonio Holmes,WR,NYJ,99,7.5,26,81,10
4.11,46.8,Mark Ingram,RB,NO,99,7.3,34,72,6
4.11,47.2,Brandon Lloyd,WR,LAR,74,6.4,36,64,9
4.12,48.1,Jason Witten,TE,DAL,49,6.9,30,64,10
5.02,49.6,Chad Johnson,WR,NE,43,8.8,26,79,5
5.02,49.7,DeAngelo Williams,RB,CAR,113,9.0,26,68,13
5.04,52.3,Marques Colston,WR,NO,84,6.7,34,70,6
5.04,52.3,Steve Johnson,WR,None,86,7.4,33,66,None
5.07,55.0,Tim Hightower,RB,WAS,124,8.1,33,73,8
5.08,55.7,Matt Schaub,QB,HOU,106,11.2,26,78,8
5.08,55.9,Beanie Wells,RB,ARI,126,8.0,36,73,8
5.08,56.0,Anquan Boldin,WR,BAL,116,6.7,38,69,7
5.08,56.2,Dallas Clark,TE,IND,28,7.9,40,76,7
5.11,58.7,Mario Manningham,WR,NYG,153,7.4,41,76,11
5.11,59.0,Vernon Davis,TE,SF,45,7.8,38,75,11
5.12,60.0,Percy Harvin,WR,MIN,99,8.4,38,80,7
6.01,60.7,Peyton Manning,QB,IND,39,14.2,24,87,7
6.01,61.3,Ryan Grant,RB,GB,30,11.3,36,76,5
6.01,61.3,Matt Ryan,QB,ATL,104,11.7,30,83,10
6.02,62.4,Jeremy Maclin,WR,PHI,101,8.5,40,85,9
6.05,65.0,Jimmy Graham,TE,NO,49,6.2,50,78,6
6.06,65.9,Cedric Benson,RB,CIN,67,9.4,41,83,9
6.07,67.1,Ben Roethlisberger,QB,PIT,82,12.6,34,120,4
6.09,68.6,BenJarvus Green-Ellis,RB,NE,95,9.3,44,89,5
6.09,68.9,Julio Jones,WR,ATL,114,8.2,47,87,10
6.10,69.5,Owen Daniels,TE,HOU,48,7.1,51,79,8
6.10,69.8,Kenny Britt,WR,TEN,103,7.6,50,95,4
7.01,73.2,Plaxico Burress,WR,NYJ,59,8.7,50,93,10
7.01,73.2,Fred Jackson,RB,None,70,11.6,42,91,None
7.03,74.6,Marshawn Lynch,RB,SEA,59,6.8,60,93,6
7.03,74.7,Reggie Bush,RB,MIA,94,9.1,55,102,7
7.04,76.4,Tony Gonzalez,TE,ATL,35,15.0,37,119,10
