ADP,Overall,Name,Position,Team,Times Drafted,Std. Dev,High,Low,Bye
1.02,1.6,David Johnson,RB,ARI,420,0.8,1,5,8
1.02,2.2,LeVeon Bell,RB,PIT,349,0.7,1,4,4
1.05,5.3,Julio Jones,WR,ATL,329,1.6,1,9,10
1.06,6.0,Antonio Brown,WR,PIT,343,3.1,1,14,4
1.06,6.2,LeSean McCoy,RB,BUF,288,1.7,3,12,11
1.06,6.5,Devonta Freeman,RB,ATL,316,1.9,3,12,10
1.07,6.8,Odell Beckham Jr,WR,NYG,284,2.1,1,12,11
1.07,7.4,Melvin Gordon,RB,LAC,346,2.2,1,16,6
1.08,8.4,Mike Evans,WR,TB,345,2.0,3,15,13
1.10,10.1,Ezekiel Elliott,RB,DAL,499,4.2,1,20,10
1.10,10.4,A.J. Green,WR,CIN,316,2.0,5,17,9
1.11,10.7,Jay Ajayi,RB,PHI,324,2.2,5,17,9
2.01,12.5,Jordy Nelson,WR,GB,351,2.3,6,19,5
2.01,13.4,DeMarco Murray,RB,TEN,366,2.7,6,20,4
2.03,14.8,Jordan Howard,RB,CHI,422,2.7,8,23,11
2.04,15.8,Michael Thomas,WR,NO,405,2.3,9,23,6
2.05,16.8,Todd Gurley,RB,LAR,384,3.0,9,26,9
2.06,17.9,Rob Gronkowski,TE,NE,331,3.1,9,28,5
2.07,18.8,Dez Bryant,WR,DAL,325,2.8,11,27,10
2.08,19.8,Aaron Rodgers,QB,GB,289,5.4,5,31,5
2.08,19.9,Brandin Cooks,WR,NE,315,2.7,12,29,5
2.09,21.4,Amari Cooper,WR,LV,328,2.8,13,31,6
2.10,22.0,Leonard Fournette,RB,JAX,266,3.6,12,33,8
2.12,23.6,Doug Baldwin,WR,SEA,324,2.9,16,33,6
2.12,24.2,Isaiah Crowell,RB,CLE,327,4.3,12,34,9
3.01,24.6,Marshawn Lynch,RB,LV,305,4.7,12,36,6
3.03,26.7,Christian McCaffrey,RB,CAR,309,4.1,15,35,13
3.03,27.0,Kareem Hunt,RB,KC,705,4.8,14,41,10
3.03,27.4,Tom Brady,QB,NE,291,4.8,14,39,5
3.04,28.0,Dalvin Cook,RB,MIN,361,4.4,16,37,7
3.06,29.6,T.Y. Hilton,WR,IND,238,4.3,21,42,7
3.07,31.2,Lamar Miller,RB,HOU,322,3.6,21,43,8
3.09,32.5,Keenan Allen,WR,LAC,382,4.7,20,44,6
3.09,32.5,Carlos Hyde,RB,SF,408,3.5,23,44,11
3.10,34.2,DeAndre Hopkins,WR,HOU,400,5.0,21,46,8
3.10,34.3,Terrelle Pryor,WR,WAS,258,4.7,22,47,8
3.12,35.7,Ty Montgomery,RB,GB,395,4.5,23,48,5
4.02,37.5,Joe Mixon,RB,CIN,308,5.2,24,55,9
4.02,37.7,Drew Brees,QB,NO,239,6.5,20,55,6
4.02,38.2,Demaryius Thomas,WR,DEN,285,4.3,26,49,5
4.04,39.8,Alshon Jeffery,WR,PHI,307,4.1,29,52,9
4.04,39.9,Travis Kelce,TE,KC,251,5.2,26,52,10
4.06,42.0,Kelvin Benjamin,WR,BUF,407,4.2,31,57,11
4.07,43.5,CJ Anderson,RB,DEN,372,5.5,29,60,5
4.08,43.7,Martavis Bryant,WR,PIT,415,4.9,31,58,4
4.09,44.7,Tyreek Hill,WR,KC,258,4.6,32,64,10
4.09,44.8,Davante Adams,WR,GB,371,4.0,34,56,5
4.10,45.6,Doug Martin,RB,TB,356,5.7,30,63,13
4.12,48.4,Ameer Abdullah,RB,DET,339,6.2,32,65,5
5.01,48.9,Michael Crabtree,WR,LV,339,5.1,35,69,6
5.02,50.3,Allen Robinson,WR,JAX,292,4.8,37,65,8
5.02,50.4,Greg Olsen,TE,CAR,208,4.9,37,62,13
5.04,51.6,Mark Ingram,RB,NO,224,6.8,34,67,6
5.05,53.3,Jordan Reed,TE,WAS,231,4.6,41,63,8
5.06,54.0,Golden Tate,WR,DET,251,5.6,39,72,5
5.06,54.3,Mike Gillislee,RB,NE,238,6.1,38,67,5
5.07,54.6,Matt Ryan,QB,ATL,192,7.9,33,71,10
5.08,56.2,Larry Fitzgerald,WR,ARI,321,6.0,40,74,8
5.09,57.0,Jimmy Graham,TE,SEA,260,5.5,42,72,6
5.09,57.4,DeVante Parker,WR,MIA,557,5.6,42,74,7
5.10,57.8,Bilal Powell,RB,NYJ,338,6.3,41,77,10
5.11,58.7,Adrian Peterson,RB,ARI,228,6.5,41,77,8
6.03,62.6,Brandon Marshall,WR,NYG,278,6.1,47,81,11
6.03,62.8,Stefon Diggs,WR,MIN,331,6.4,46,82,7
6.03,63.5,Russell Wilson,QB,SEA,258,6.9,45,79,6
6.04,63.9,Darren McFadden,RB,DAL,195,7.4,44,88,10
6.04,64.5,Rob Kelley,RB,WAS,414,7.2,45,90,8
6.06,66.3,Derrick Henry,RB,TEN,276,7.6,46,105,4
6.06,66.4,Sammy Watkins,WR,LAR,264,6.9,48,86,9
6.08,67.8,Tyler Eifert,TE,CIN,180,6.5,50,86,9
6.09,69.3,Jamison Crowder,WR,WAS,438,6.8,51,87,8
6.09,69.4,Derek Carr,QB,LV,200,6.9,51,88,6
6.11,70.7,LeGarrette Blount,RB,PHI,182,7.5,51,93,9
7.01,73.2,Jarvis Landry,WR,MIA,258,6.8,55,94,7
7.02,74.0,Tevin Coleman,RB,ATL,348,8.4,52,94,10
7.02,74.4,Martellus Bennett,TE,NE,155,8.9,51,105,5
7.04,76.3,Emmanuel Sanders,WR,DEN,331,8.3,54,99,5
